,개방서비스명,소재지전화,소재지전체주소,도로명전체주소,사업장명,좌표정보(x),좌표정보(y)
136,식품자동판매기업,063 2714271,전라북도 전주시 덕진구 송천동2가 492-36,-,농수산물도매시장장애인자판기(1층),35.8687150917347,127.117828776326
137,식품자동판매기업,-,전라북도 전주시 덕진구 덕진동1가 73-48,-,동물원장애인자판기1호기,35.8558548708981,127.144386904613
138,식품자동판매기업,063 2714271,전라북도 전주시 덕진구 송천동1가 453-7,-,송천2동사무소장애인자판기,35.8610859489652,127.119955732269
139,식품자동판매기업,063 2463917,전라북도 전주시 덕진구 우아동3가 744-82,-,큐오락실장애인자판기,35.8501657958562,127.156545093911
140,식품자동판매기업,061 8632538,전라남도 장흥군 장흥읍 건산리 379-1,전라남도 장흥군 장흥읍 흥성로 55,장애인협회,34.6766222941756,126.908736748424
141,식품자동판매기업,063 2714271,전라북도 전주시 완산구 중노송동 225,-,중노1동장애인자판기,35.8244019703985,127.158361950317
142,식품자동판매기업,-,전라북도 전주시 완산구 동서학동 150,-,동서학동장애인자판기,35.8094962743573,127.152240748988
143,식품자동판매기업,3229414,전라북도 무주군 적상면 사천리 332-1,-,무주군장애인협회,35.9456238172734,127.659587464401
144,식품자동판매기업,063 4614636,전라북도 군산시 산북동 3612-4,-,장애인종합복지관,35.9597479246329,126.677452410097
145,식품자동판매기업,-,전라북도 부안군 부안읍 봉덕리 551-2,-,부안군지체장애인협회자판기,35.7229148953497,126.735819392077
146,식품자동판매기업,2543281,전라북도 전주시 덕진구 금암동 460-11,전라북도 전주시 덕진구 가리내로 30 (금암동),남원식당장애인자판기,35.8344980726925,127.133391582696
147,식품자동판매기업,2714271,전라북도 전주시 덕진구 덕진동2가 190-1,전라북도 전주시 덕진구 권삼득로 407 (덕진동2가),예술회관장애인자판기,35.8478157724792,127.119781986525
148,식품자동판매기업,2714271,전라북도 전주시 덕진구 덕진동1가 1357-5,-,덕진동사무소장애인자판기,35.8455110617058,127.120701043269
149,식품자동판매기업,-,전라북도 전주시 덕진구 여의동 606-4,-,동산동사무소장애인자판기,35.8710967189312,127.074513843757
150,식품자동판매기업,2714271,전라북도 전주시 덕진구 반월동 230-7,-,조촌동사무소장애인자판기,35.8751460187465,127.075997609722
151,식품자동판매기업,063 2714271,전라북도 전주시 덕진구 우아동3가 746-67,-,우아3동사무소 장애인자판기,35.8498210446573,127.159507959492
152,식품자동판매기업,063 2815705,전라북도 전주시 덕진구 금암동 1569-1,-,금암분관장애인자판기,35.8362909778138,127.14009543239
153,식품자동판매기업,063 2714271,전라북도 전주시 덕진구 인후동2가 11-9,-,인후2동사무소 장애인자판기,35.8393286408373,127.151124797434
154,식품자동판매기업,2714271,전라북도 전주시 덕진구 진북동 1042-4,-,진북2동사무소장애인자판기,35.8278728231593,127.131436256671
155,식품자동판매기업,-,제주특별자치도 제주시 이도일동 1660,-,탐라장애인복지관,33.5015024793687,126.524985524425
156,식품자동판매기업,-,제주특별자치도 제주시 이도이동 1176-1 시청민원실서쪽벽,-,제주도지체장애인협회,33.4998056739686,126.53135203108
157,식품자동판매기업,064 7564980,제주특별자치도 제주시 연동 312-1 도청민원실앞 휴게실,-,제주도지체장애인협회,33.4888985854354,126.498089693916
158,식품자동판매기업,-,제주특별자치도 제주시 연동 322-1 북군청민월실과 재정과사이,-,제주도지체장애인협회,33.4890451973362,126.500458122035
159,식품자동판매기업,-,제주특별자치도 제주시 연동 311-46,-,제주도지체장애인협회,33.4902681236701,126.497983228882
160,식품자동판매기업,-,제주특별자치도 제주시 이도이동 1176-1 시청민원실 서쪽벽,-,제주도지체장애인협회,33.4998056739686,126.53135203108
161,식품자동판매기업,064 7261196,제주특별자치도 제주시 오라이동 898-8,제주특별자치도 제주시 오남로 231 (오라이동),(사)한국신장장애인협회제주협회제주시지부,33.4750856724211,126.515224339224
162,식품자동판매기업,064 7113129,제주특별자치도 제주시 노형동 1055-8 (월랑로33),-,제주도장애인총연합회구내,33.4880595983292,126.476608634531
163,식품자동판매기업,-,경기도 여주시 홍문동 34,경기도 여주시 세종로 18 (홍문동),장애인복지회여주군지회,37.2963416767563,127.636451267643
164,식품자동판매기업,-,경기도 여주시 홍문동 19 (만남앞),경기도 여주시 여흥로109번길 16 (홍문동),장애인복지회여주군지회,37.297045449599,127.636219563138
165,식품자동판매기업,-,경기도 여주시 홍문동 272-3 (성좌앞),"경기도 여주시 세종로79번길 18-8 (홍문동,(성좌앞))",장애인복지회여주군지회,37.2901837914282,127.636673769195
166,식품자동판매기업,-,경기도 여주시 홍문동 73-14 (한영슈퍼앞),"경기도 여주시 세종로 29 (홍문동,(한영슈퍼앞))",장애인복지회여주군지회,37.2951285469698,127.63668453954
167,식품자동판매기업,-,경기도 여주시 홍문동 111-12 (중앙정육점옆),"경기도 여주시 세종로13번길 2 (홍문동,(중앙정육점옆))",장애인복지회여주군지회,37.2964131645185,127.637214729156
168,식품자동판매기업,-,경기도 여주시 홍문동 67-12 (인혜화원앞),"경기도 여주시 세종로 36-2 (홍문동,(인혜화원앞))",장애인복지회여주군지회,37.2947066456412,127.635921525131
169,식품자동판매기업,-,경기도 여주시 상동 285-2 (읍사무소앞),"경기도 여주시 여흥로 148 (상동,(읍사무소앞))",장애인복지회여주군지회,37.2951353828112,127.639811206577
170,식품자동판매기업,-,경기도 여주시 하동 193-8 (뮤직랜드앞),"경기도 여주시 여흥로69번길 26-21 (하동,(뮤직랜드앞))",장애인복지회여주군지회,37.2986017579914,127.633554015283
171,식품자동판매기업,-,경기도 여주시 창동 2-2 (아몬드빵집앞),"경기도 여주시 청심로 131-16 (창동,(아몬드빵집앞))",장애인복지회여주군지회,37.2990363741285,127.635359307379
172,식품자동판매기업,-,경기도 여주시 창동 55-3 (녹십자약국),"경기도 여주시 세종로14번길 11-1 (창동,(녹십자약국))",장애인복지회여주군지회,37.2968841682739,127.635514890151
173,식품자동판매기업,031 883 2100,경기도 여주시 북내면 외룡리 298-4,경기도 여주시 북내면 여양2로 672-22,여주군장애인복지관,37.3623039172532,127.670896420113
174,식품자동판매기업,8731513,경기도 의정부시 호원동 119-22 엄홍길기념관앞,"경기도 의정부시 망월로 4 (호원동,엄홍길기념관앞)",의정부 지체장애인협회,37.7088010940917,127.047253510067
175,식품자동판매기업,-,경기도 의왕시 내손동 631-2,-,신체장애인 복지회 의왕지회,37.3887228715334,126.976071434145
176,식품자동판매기업,031  8731513,경기도 의정부시 민락동 735-17 장애인복지관내,"경기도 의정부시 용민로 160 (민락동,장애인복지관내)",의정부 지체장애인협회,37.7436752702697,127.09218128534
177,식품자동판매기업,0222635930,서울특별시 중구 을지로6가 18-14 중구구민회관3층,-,사단법인서울지체장애인협회서울지부,37.5685637303537,127.006008861085
178,식품자동판매기업,0222635930,서울특별시 중구 을지로6가 18-14 중구구민회관3층,-,사단법인서울지체장애인협회중구지회,37.5685637303537,127.006008861085
179,식품자동판매기업,0222635930,서울특별시 중구 을지로6가 18-14 중구구민회관1층,-,사단법인서울지체장애인협회중구지회,37.5685637303537,127.006008861085
180,식품자동판매기업,0222635930,서울특별시 중구 을지로6가 18-14 동평주차장관리실,-,사단법인서울지체장애인협회중구지회,37.5685637303537,127.006008861085
181,식품자동판매기업,0222635930,서울특별시 중구 을지로6가 18-14 동화시장1층,-,사단법인서울지체장애인협회중구지회,37.5685637303537,127.006008861085
182,식품자동판매기업,-,광주광역시 서구 농성동 299 서구청,"광주광역시 서구 경열로 33 (농성동,서구청)",새광주장애인총연합회(서구청),35.1520717493182,126.89001193247
183,식품자동판매기업,042 8223838,대전광역시 유성구 송강동 9,대전광역시 유성구 송강로42번길 34 (송강동),유성장애인협회,36.4354790480039,127.384589408396
184,식품자동판매기업,042 8223838,대전광역시 유성구 원내동 358,-,유성장애인협회,36.2950002924524,127.320565238934
185,식품자동판매기업,042 6254678,대전광역시 서구 둔산동 908,대전광역시 서구 청사로 281 (둔산동),장애인연합회 상록스토아,36.3613116133279,127.393306371061
186,식품자동판매기업,042 6116188,대전광역시 서구 둔산동 1300 서구청,"대전광역시 서구 둔산서로 100, 서구청 (둔산동)",서구지체장애인협회,36.3550707827714,127.38380833742
187,식품자동판매기업,-,대전광역시 서구 탄방동 608 (국민연금대전지사 1층),"대전광역시 서구 문정로 6 (탄방동,(국민연금대전지사 1층))",(사)대전광역시장애인단체총연합회,36.3450343573219,127.381089586752
188,식품자동판매기업,042 611 6188,대전광역시 서구 둔산동 1300 서구청 4층,"대전광역시 서구 둔산서로 100 (둔산동,서구청 4층)",대전시서구지체장애인협회,36.3550707827714,127.38380833742
189,식품자동판매기업,052 2884240,울산광역시 북구 무룡동 935-232,-,지체장애인북구지회,35.604930299044,129.43264722204
190,식품자동판매기업,-,울산광역시 북구 양정동 776-1,-,장애인협회북구지회,35.548390905738,129.386365386967
191,식품자동판매기업,032 884 2373,인천광역시 미추홀구 주안동 1580-38,"인천광역시 미추홀구 구월남로 27 (주안동, 주안도서관)",한국지체장애인협회,37.4552727019121,126.693755771316
192,식품자동판매기업,-,인천광역시 미추홀구 학익동 709-1 시각장애인복지관,"인천광역시 미추홀구 한나루로357번길 105-19, 시각장애인복지관 1층 (학익동)",인천광역시시각장애인복지관,37.4381728437904,126.656042075444
193,식품자동판매기업,-,전라남도 영광군 영광읍 단주리 666,-,영광군장애인협회자판기,35.2909986158748,126.494958797974
194,식품자동판매기업,4533726,전라남도 무안군 청계면 월선리 73-2,-,목포장애인요양원,34.8828070412111,126.462906893555
195,식품자동판매기업,061 3925971,전라남도 장성군 장성읍 영천리 1485-5,-,장애인협회,35.3044576440964,126.785919484656
196,식품자동판매기업,061 3931334,전라남도 장성군 북일면 신흥리 198-1,전라남도 장성군 북일면 북부1길 2,장애인협회,35.3745594738828,126.807183839344
197,식품자동판매기업,061 7810505,전라남도 구례군 구례읍 백련리 576,전라남도 구례군 구례읍 동편제길 30,장애인복지관,35.2159831749091,127.461397490652
198,식품자동판매기업,061 8624000,전라남도 장흥군 장흥읍 건산리 752-1,전라남도 장흥군 장흥읍 동교1길 13,장애인협회,34.6769995395259,126.907061729395
199,식품자동판매기업,031 2352104,경기도 수원시 권선구 입북동 156-5,-,경기도장애인재활협회,37.2981120094285,126.958621957429
200,식품자동판매기업,-,경기도 수원시 권선구 오목천동 667,-,경기도장애인복지관,37.2364017462783,126.972600659319
201,식품자동판매기업,064 7564980,제주특별자치도 제주시 삼도일동 305-8 (소용천1로55),-,제주도지체장애인협회,33.5040124036246,126.522588460938
202,식품자동판매기업,033 4402571,강원특별자치도 화천군 화천읍 아리 239,-,사단법인 화천군장애인연합회,38.1060299207264,127.708084008425
203,식품자동판매기업,033 4402571,강원특별자치도 화천군 화천읍 아리 239,강원특별자치도 화천군 화천읍 화천새싹길 45,사단법인 화천군장애인연합회,38.1060299207264,127.708084008425
204,식품자동판매기업,033 4417301,강원특별자치도 화천군 하남면 원천리 444-2,-,화천군장애인연합,38.0587259878049,127.667753918578
205,식품자동판매기업,-,강원특별자치도 화천군 화천읍 하리 84-1 문화예술회관,강원특별자치도 화천군 화천읍 상승로 91 (문화예술회관),화천군장애인연합,38.1086810678848,127.704729377871
206,식품자동판매기업,-,강원특별자치도 화천군 하남면 위라리 490 화천종합사회복지관,강원특별자치도 화천군 하남면 춘화로 3337,화천군장애인연합,38.0978749113908,127.704351178596
207,식품자동판매기업,-,강원특별자치도 화천군 하남면 위라리 518-2 생활체육공원,강원특별자치도 화천군 하남면 춘화로 3331-45 (생활체육공원),화천군장애인연합,38.0960972698565,127.700340126719
208,식품자동판매기업,-,강원특별자치도 화천군 화천읍 중리 244-32 화천정보산업고등학교앞  공원,-,화천군장애인연합,38.1075599718471,127.708940799023
209,식품자동판매기업,033 441 2190,강원특별자치도 화천군 화천읍 하리 165 (붕어섬),-,화천군장애인연합,38.097154935939,127.693716578505
210,식품자동판매기업,033 4422190,강원특별자치도 화천군 화천읍 하리 165 (붕어섬),-,화천군장애인협회,38.097154935939,127.693716578505
211,식품자동판매기업,-,강원특별자치도 원주시 우산동 796-1,-,강원도신체장애인복지회,37.3753501804274,127.944865084607
212,식품자동판매기업,-,광주광역시 서구 치평동 1200 (광주광역시청),"광주광역시 서구 내방로 111 (치평동,(광주광역시청))",새광주장애인총연합회,35.159715403281,126.851512233363
213,식품자동판매기업,042 6116188,대전광역시 서구 둔산동 1300 서구청,"대전광역시 서구 둔산서로 100, 서구청 (둔산동)",대전시지체장애인협회서구지회,36.3550707827714,127.38380833742
214,식품자동판매기업,061 7550034,전라남도 순천시 서면 동산리 381,-,장애인협회복지관,35.0058512540694,127.479266359896
215,식품자동판매기업,061 7550034,전라남도 순천시 해룡면 월전리 9-1 농산물도매시장1층,-,(사)순천장애인협회,34.9165626424259,127.536927596238
216,식품자동판매기업,061 7550034,전라남도 순천시 서면 동산리 381 (1층),-,순천지체장애인협회,35.0058512540694,127.479266359896
217,식품자동판매기업,-,전라남도 장성군 장성읍 기산리 388,전라남도 장성군 장성읍 문화로 110,장애인협회,35.3030343747118,126.767014611623
218,식품자동판매기업,061 3928148,전라남도 장성군 장성읍 기산리 388,-,장애인협회,35.3030343747118,126.767014611623
219,식품자동판매기업,-,전라남도 목포시 산정동 1749,-,장애자복지회관내,34.8098292281532,126.37509969316
220,식품자동판매기업,-,전라남도 목포시 산정동 1749,-,장애자복지회관,34.8098292281532,126.37509969316
221,식품자동판매기업,031 3539082,경기도 화성시 남양읍 남양리 2000 화성시청 민원동,경기도 화성시 남양읍 시청로 159 (남양동),화성시신체장애인복지회,37.199037410725,126.830985553261
222,식품자동판매기업,-,경기도 화성시 진안동 526-2 (동부출장소3층 회의실 입구),"경기도 화성시 병점3로 23 (진안동,(동부출장소3층 회의실 입구))",장애인자립원,37.2087263020687,127.035874730328
223,식품자동판매기업,042 484 2633,대전광역시 서구 갈마동 820-1 국민생활관,"대전광역시 서구 신갈마로230번길 77, 국민생활관 1층 (갈마동)",사)대전교통장애인재활협회,36.356020244175,127.372682090023
224,식품자동판매기업,042 6254678,대전광역시 서구 둔산동 1420,대전광역시 서구 둔산로 100 (둔산동),장애인연합회(대전광역시청),36.3501712979595,127.384838607761
225,식품자동판매기업,9777015,서울특별시 노원구 중계동 514-3,-,장애인협회,37.6465086782159,127.069010139994
226,식품자동판매기업,-,서울특별시 노원구 상계동 323-4,-,장애숙산부인과,37.6555355451323,127.064535920085
227,식품자동판매기업,02 3066212,서울특별시 마포구 성산동 595-1,-,마포장애인종합복지관,37.5654460173483,126.900788156374
228,식품자동판매기업,-,경상북도 포항시 북구 우현동 51,-,교통장애인협회포항지회,36.0543565980313,129.363448865853
229,식품자동판매기업,053 5270350,대구광역시 달서구 용산동 230-17,대구광역시 달서구 달구벌대로291길 100 (용산동),대구청각언어장애인복지관,35.8533792643338,128.52521745672
230,식품자동판매기업,6622755,경기도 부천시 오정구 작동 57,-,장애인복지회관,37.5176336775172,126.813773673587
231,식품자동판매기업,6759901,경기도 부천시 오정구 작동 57,-,부천시장애인종합복지관리,37.5176336775172,126.813773673587
232,식품자동판매기업,6720997,경기도 부천시 원미구 원미동 87-2,-,부천시지체장애인협회,37.4957635575423,126.786975065083
233,식품자동판매기업,031 731 3401,"경기도 성남시 분당구 판교동 553 판교도서관 1층, 3층 2대","경기도 성남시 분당구 운중로225번길 37 (판교동, 판교도서관 1층, 3층 2대)",성남장애인나눔협동조합,37.3958405242262,127.090762386123
234,식품자동판매기업,-,서울특별시 도봉구 창동 1-6,서울특별시 도봉구 노해로69길 132 (창동),도봉구장애인연합회,37.6581769374909,127.050740048687
235,식품자동판매기업,9484121,서울특별시 노원구 하계동 252 노원자동차검사소,"서울특별시 노원구 공릉로62길 41 (하계동,노원자동차검사소)",노원구장애인자립작업장,37.6373210162484,127.071672061323
236,식품자동판매기업,02 9500114,서울특별시 노원구 상계동 771-0,-,서울시립노원시각장애인복지관,37.6423382464089,127.056760387599
237,식품자동판매기업,02 8800511,서울특별시 관악구 봉천동 931-7,-,실로암시각장애복지관,37.4830215057072,126.941151533848
238,식품자동판매기업,-,서울특별시 강동구 고덕동 317-24,서울특별시 강동구 고덕로 201 (고덕동),서울장애인종합복지관리포츠센터,37.5555417434444,127.148352083585
239,식품자동판매기업,-,서울특별시 강동구 고덕동 317-24,서울특별시 강동구 고덕로 201 (고덕동),서울장애인종합복지관,37.5555417434444,127.148352083585
240,식품자동판매기업,0226627878,서울특별시 강서구 방화동 829-7,-,장애인취업정보센타옆,37.5784575745181,126.812682666791
241,식품자동판매기업,-,서울특별시 강서구 외발산동 424,-,강서장애인자립작업장,37.5528925847917,126.818755736157
242,식품자동판매기업,-,서울특별시 강서구 외발산동 424-0 (1대),-,강서지체장애인협회,37.5528925847917,126.818755736157
243,식품자동판매기업,-,인천광역시 남동구 남촌동 354-1 동사무소1층,-,장애인남촌동지회(염쌍룡),37.4322354094887,126.715176775288
244,식품자동판매기업,053255 8166,대구광역시 중구 남산동 2482-0001,대구광역시 중구 남산로7길 80 (남산동),(사) 대구광역시장애인재활협회,35.8597934648034,128.579875261217
245,식품자동판매기업,053 2558166,대구광역시 중구 동인동1가 0002-0001 1층,"대구광역시 중구 공평로 88, 1층 (동인동1가)",(사)대구광역시장애인재활협회,35.8714765615313,128.601537835487
246,식품자동판매기업,031 399 1905,경기도 군포시 금정동 844-1 군포시장애인복지관 1층,"경기도 군포시 청백리길 18 (금정동,군포시장애인복지관 1층)",군포시장애인보호작업장,37.3630843428872,126.934169426427
247,식품자동판매기업,502-9450,경기도 과천시 중앙동 1-3 구내식당,-,장애인협회,37.4293714432917,126.98746472999
248,식품자동판매기업,-,경기도 과천시 중앙동 6-2 시민회관 대강당앞,-,시민회관장애인자판기,37.427986163496,126.989679166667
249,식품자동판매기업,-,경기도 과천시 막계동 159-1 서울대공원,-,"서울대공원 원외자판기(장애인주차장,정보나라)",37.4359636282904,127.01422844251
250,식품자동판매기업,502-9410,경기도 과천시 부림동 45 보훈회관입구,-,지체장애인협회 과천시지회,37.4340354814793,126.99794380252
251,식품자동판매기업,-,"경기도 과천시 중앙동 1-3 시청민원실,대강당",-,"과천장애인협회(시청민원실,대강당)",37.4293714432917,126.98746472999
252,식품자동판매기업,02  502 9410,"경기도 과천시 중앙동 6-2 시민회관(빙상장,체육관, 세미나실)","경기도 과천시 통영로 5 (중앙동, 시민회관)",과천시지체장애인협회,37.427986163496,126.989679166667
253,식품자동판매기업,031 4319114,경기도 시흥시 정왕동 1800-9,경기도 시흥시 정왕대로233번길 27-1 (정왕동),시흥장애인종합복지관,37.3476182626829,126.741126628103
254,식품자동판매기업,-,서울특별시 도봉구 쌍문동 565 도봉보건소,"서울특별시 도봉구 방학로3길 117 (쌍문동,도봉보건소)",도봉구장애인단체연합회,37.657978750864,127.038791771475
255,식품자동판매기업,0200000000,서울특별시 강동구 고덕동 317-24,-,서울 장애인 종합복지관(리포츠 센타),37.5555417434444,127.148352083585
256,식품자동판매기업,-,서울특별시 도봉구 쌍문동 565 도봉보건소,"서울특별시 도봉구 방학로3길 117 (쌍문동,도봉보건소)",도봉구장애인단체연합회,37.657978750864,127.038791771475
257,식품자동판매기업,043 273 6848,충청북도 청주시 서원구 사직동 888 서원구청,"충청북도 청주시 서원구 사직대로 227 (사직동, 서원구청)",지체장애인협회,36.6372438850189,127.469862334963
258,식품자동판매기업,043 2729720,충청북도 청주시 상당구 남문로2가 92-6,-,충청북도장애인재활협회,36.6326685727869,127.488153758872
259,식품자동판매기업,-,광주광역시 동구 서석동 21-41,"광주광역시 동구 백서로198번길 4-2, 1층 (서석동)",동구장애인복지센터,35.1454601267127,126.92560536988
260,식품자동판매기업,053 5831289,대구광역시 달서구 이곡동 535-4,대구광역시 달서구 달구벌대로243길 24 (이곡동),성서장애인재활복지센타,35.8526121062926,128.502023178427
261,식품자동판매기업,051 7242755,부산광역시 기장군 기장읍 대라리 422-3,-,기장애견의집,35.2425688175405,129.214772467174
262,식품자동판매기업,051 7241950,부산광역시 기장군 기장읍 대라리 35-13,-,기장애견,35.2431377560961,129.217263113059
263,식품자동판매기업,054 789 6324,경상북도 울진군 울진읍 읍내리 464 울진군청,"경상북도 울진군 울진읍 울진중앙로 121, 울진군청",울진군장애인종합복지관,36.9930931267574,129.400635331202
264,식품자동판매기업,05400000000,경상북도 구미시 남통동 247,-,장애자복지센타자동판매기,36.1142379754369,128.314652761229
265,식품자동판매기업,054 8587283,경상북도 안동시 북후면 도촌리 846-1,경상북도 안동시 북후면 광평2길 106-25,장애인종합복지관식당내,36.6571294532308,128.681931653208
266,식품자동판매기업,053 8115444,경상북도 경산시 서상동 18-2 구.경산경찰서 내,-,시각장애인나눔의집설립단,35.8195646256962,128.734117870938
267,식품자동판매기업,031 5550044,경기도 구리시 교문동 산 34-4,경기도 구리시 경춘로20번길 22 (교문동),경기도지체장애인협회 구리시지회,37.5997492633657,127.116189530122
268,식품자동판매기업,051 5240540,부산광역시 동래구 명장동 25-49,-,명장애견,35.204342276788,129.099090213924
269,식품자동판매기업,248-2353,경상남도 창원시 마산회원구 회원동 564 (설치대수:1대),-,한국신체장애인의료용품복지,35.2178643459361,128.56501606012
270,식품자동판매기업,2668979,경상남도 창원시 마산합포구 신월동 29-161 마산시장애인복지회관,"경상남도 창원시 마산합포구 반월서7길 59 (신월동,마산시장애인복지회관)",마산장애인복지관,35.1944440398593,128.558650416403
271,식품자동판매기업,055 5437989,경상남도 창원시 진해구 덕산동 533,-,(사)경남지체장애인연합회진해지회,35.1431186750986,128.694006026172
272,식품자동판매기업,055 5437989,경상남도 창원시 진해구 경화동 850-3,경상남도 창원시 진해구 진해대로 649 (경화동),사)경남지체장애인연합회진해지회,35.1591972778157,128.687304839978
273,식품자동판매기업,055 5452016,경상남도 창원시 진해구 태백동 98,-,장애인자립의집,35.1691838915938,128.659635914196
274,식품자동판매기업,-,인천광역시 부평구 십정동 186-454 부평도서관,"인천광역시 부평구 경원대로 1191 (십정동,부평도서관)",사)인천지체장애인협회,37.4850317722238,126.704788252706
275,식품자동판매기업,032 5682666,인천광역시 부평구 부평동 880,-,장애인복지회,37.5064781737563,126.724206956094
276,식품자동판매기업,-,충청남도 서산시 예천동 496-17,충청남도 서산시 호수공원14로 6 (예천동),서산시장애인복지관자판기,36.7728019881583,126.445043288104
277,식품자동판매기업,041 6684744,충청남도 서산시 예천동 496-17,-,서산시장애인복지관,36.7728019881583,126.445043288104
278,식품자동판매기업,043 8486381,충청북도 충주시 호암동 751-7,-,충청북도장애인종합복지관,36.9498961603181,127.920921546035
279,식품자동판매기업,043 4231877,충청북도 단양군 단양읍 도전리 637,-,장애인자립장,36.9791534248728,128.36963875134
280,식품자동판매기업,02 3532578,경기도 고양시 덕양구 화정동 956 덕양구청,-,한국신체장애인복지회,37.6369440575358,126.833913327628
281,식품자동판매기업,02 3532578,경기도 고양시 덕양구 화정동 956 덕양구청,-,한국신체장애인복지회,37.6369440575358,126.833913327628
282,식품자동판매기업,02 3532578,경기도 고양시 덕양구 화정동 956 덕양구청,-,한국신체장애인복지회,37.6369440575358,126.833913327628
283,식품자동판매기업,02 3532578,경기도 고양시 덕양구 화정동 956 덕양구청,-,한국신체장애인복지회,37.6369440575358,126.833913327628
284,식품자동판매기업,02 3532578,경기도 고양시 덕양구 화정동 956 덕양구청,-,한국신체장애인복지회,37.6369440575358,126.833913327628
285,식품자동판매기업,032 876 3500,인천광역시 미추홀구 학익동 709-1 시각장애인복지관,"인천광역시 미추홀구 한나루로357번길 105-19, 시각장애인복지관 (학익동)",인천광역시시각장애인복지관,37.4381728437904,126.656042075444
286,식품자동판매기업,-,서울특별시 노원구 상계동 759-1,-,서울지체장애인협회 노원구지회 중계1단지분회,37.6485598401698,127.064912659954
